Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8370276,"Fièvre fatale (Les chroniques de MacKayla Lane, #4)",Karen Marie Moning,"Moning, Karen Marie",Cécile Desthuilliers,2290028134,9782290028131,4,4.39,J'ai Lu,Paperback,547,2010,2009,2013/08/11,2013/07/22,fiction,fiction (#98),read,,,,1,,,0,,,,,
12693744,"Fièvre d'ombres (Les chroniques de MacKayla Lane, #5)",Karen Marie Moning,"Moning, Karen Marie",Cécile Desthuilliers,2290036889,9782290036884,5,4.39,J'ai Lu,Paperback,888,2012,2011,2013/08/16,2013/08/11,fiction,fiction (#97),read,,,,1,,,0,,,,,
39190,Journal d'un vieux dégueulasse,Charles Bukowski,"Bukowski, Charles",Gérard Guégan,2253143847,9782253143840,3,3.94,Le Livre de poche,Paperback,316,2008,1969,2013/08/17,2013/07/03,fiction,fiction (#96),read,,,,1,,,0,,,,,
28407,Germinal,Émile Zola,"Zola, Émile",Roger Pearson,0140447423,9780140447422,4,4.16,Penguin Classics,Paperback,592,2004,1885,2013/09/07,2012/08/13,fiction,fiction (#94),read,,,,1,,,0,,,,,
1584598,Le Berceau du chat,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Jacques B. Hess,202048501X,9782020485012,5,4.16,Seuil,Mass Market Paperback,320,2001,1963,2013/09/08,2013/09/07,fiction,fiction (#93),read,,,,1,,,0,,,,,
1966969,"Fire Study (Study, #3)",Maria V. Snyder,"Snyder, Maria V.",,0778325342,9780778325345,4,3.90,Mira,Paperback,441,2008,2008,2013/09/20,2013/09/20,fiction,fiction (#92),read,,,,1,,,0,,,,,
18393077,Pourquoi être heureux quand on peut être normal ?,Jeanette Winterson,"Winterson, Jeanette",Céline Leroy,2757835955,9782757835951,3,3.94,Points,Mass Market Paperback,259,2013,2011,2013/09/21,2013/09/14,non-fiction,non-fiction (#46),read,,,,1,,,0,,,,,
13450501,"La fille qui rêvait d'un bidon d'essence et d'une allumette (Millénium, #2)",Stieg Larsson,"Larsson, Stieg","Lena Grumbach, Marc de Gouvenain",2742797874,9782742797875,4,4.24,Babel,Mass Market Paperback,792,2012,2006,2013/10/27,2013/09/22,fiction,fiction (#91),read,,,,1,,,0,,,,,
2811680,Un bonheur insoutenable,Ira Levin,"Levin, Ira",Frank Straschitz,2290332852,9782290332856,4,4.02,J'ai Lu,Mass Market Paperback,372,2003,1970,2013/11/09,2013/09/25,fiction,fiction (#90),read,,,,1,,,0,,,,,
17349137,"The Tiny Book of Tiny Stories, Vol. 3",Joseph Gordon-Levitt,"Gordon-Levitt, Joseph",wirrow,0062121650,9780062121653,3,4.38,It Books,Hardcover,128,2013,2013,2013/11/21,2013/11/20,fiction,fiction (#89),read,,,,1,,,0,,,,,
11038480,Le Chuchoteur,Donato Carrisi,"Carrisi, Donato",,2253157201,9782253157205,3,4.16,Le Livre de Poche,Mass Market Paperback,574,2011,2009,2013/11/22,2013/11/13,fiction,fiction (#88),read,,,,1,,,0,,,,,
17235697,Je vais mieux,David Foenkinos,"Foenkinos, David",,,9782070140107,4,3.57,Gallimard,Paperback,330,2013,,2013/11/25,2013/11/22,fiction,fiction (#87),read,,,,1,,,0,,,,,
7969894,"Le retour de l'aube (Entre chiens et loups, #4)",Malorie Blackman,"Blackman, Malorie",Amélie Sarn,2745936794,9782745936790,4,4.14,Milan,Broché,416,2009,2008,2013/12/25,2014/02/06,fiction,fiction (#85),read,,,,1,,,0,,,,,
4639579,"Le choix d'aimer (Entre chiens et loups, #3)",Malorie Blackman,"Blackman, Malorie",Amélie Sarn,2745920383,9782745920386,4,4.19,Milan,Broché,473,2006,2005,2013/12/25,2014/02/06,fiction,fiction (#84),read,,,,1,,,0,,,,,
18498332,Les Apparences,Gillian Flynn,"Flynn, Gillian",Héloïse Esquié,2253164917,9782253164913,4,4.09,Le Livre de Poche,Mass Market Paperback,692,2013,2012,2014/01/07,2013/12/27,fiction,fiction (#83),read,,,,1,,,0,,,,,
945812,Le Livre de ma mère,Albert Cohen,"Cohen, Albert",,2070365611,9782070365616,3,3.87,Folio,Mass Market Paperback,175,1974,1954,2014/01/09,2014/01/09,fiction,fiction (#82),read,,,,1,,,0,,,,,
17796456,"La reine du palais des courants d'air (Millennium, #3)",Stieg Larsson,"Larsson, Stieg","Lena Grumbach, Marc de Gouvenain",2330014422,9782330014421,5,4.22,Babel,Mass Market Paperback,868,2013,2007,2014/01/20,2013/10/28,fiction,fiction (#81),read,,,,1,,,0,,,,,
20587066,"Psychotropes L'enquête : La face cachée des antidépresseurs, tranquillisants, somnifères, neuroleptiques",Guy Hugnet,"Hugnet, Guy",,2809808732,9782809808735,3,3.00,L'Archipel,Unknown Binding,261,2012,2012,2014/01/21,2014/01/20,non-fiction,non-fiction (#45),read,,,,1,,,0,,,,,
5747032,"Le feu de la sorcière (Les bannis et les proscrits, #1)",James Clemens,"Clemens, James",,2811200401,9782811200404,4,3.91,Milady,Poche,535,2008,1998,2014/01/27,2014/01/21,fiction,fiction (#80),read,,,,1,,,0,,,,,
10592719,Le Pays de l'absence,Christine Orban,"Orban, Christine",,2226218661,9782226218667,3,2.80,Albin Michel,Paperback,176,2011,2011,2014/02/04,2014/01/29,fiction,fiction (#79),read,,,,1,,,0,,,,,
8531960,"Soeurs de sang (Vampire Academy, #1)",Richelle Mead,"Mead, Richelle",,2362310000,9782362310003,4,4.11,Castelmore,Paperback,315,2010,2007,2014/02/09,2014/02/09,fiction,fiction (#78),read,,,,1,,,0,,,,,
18656770,Une vie,Guy de Maupassant,"Maupassant, Guy de",,2253004243,9782253004240,3,3.85,Le Livre de Poche,Mass Market Paperback,251,2000,1883,2014/02/11,2014/01/19,fiction,fiction (#77),read,,,,1,,,0,,,,,
17672321,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,"Fitzpatrick, Becca",,,9782266232302,4,4.10,Pocket,Paperback,439,2013,2011,2014/02/14,2012/03/18,fiction,fiction (#76),read,,,,1,,,0,,,,,
10474978,Ne t'inquiète pas pour moi,Alice Kuipers,"Kuipers, Alice",Kuipers,2253159689,9782253159681,5,3.67,Livre de Poche,Mass Market Paperback,256,2011,2007,2014/02/14,2012/08/21,fiction,fiction (#75),read,,,,1,,,0,,,,,
11326331,"Le Cercle et la Flèche (Le Chaos en Marche, #2)",Patrick Ness,"Ness, Patrick",,2070635430,9782070635436,3,4.17,"Gallimard, Pôle fiction",Mass Market Paperback,560,2011,2009,2014/02/17,2012/08/21,fiction,fiction (#74),read,,,,1,,,0,,,,,
7165613,Un chant de Noël,Charles Dickens,"Dickens, Charles","John Leech, G.B. de Saint-Romain, Christine Huguet, André de Goy",2253088811,9782253088813,2,4.07,Le Livre de Poche,Mass Market Paperback,184,2009,1843,2014/02/20,2014/02/17,fiction,fiction (#73),read,,,,1,,,0,,,,,
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,1416975861,9781416975861,5,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,2014/03/16,2013/02/21,"fiction, vo-anglaise","fiction (#72), vo-anglaise (#34)",read,,,,1,,,0,,,,,
7750285,Lettres Du Yage,William S. Burroughs,"Burroughs, William S.",,2842051793,9782842051792,3,3.68,Editions Mille et une nuits,,95,1997,1963,2014/03/21,2014/03/16,fiction,fiction (#70),read,,,,1,,,0,,,,,
1189181,Trois hommes dans un bateau,Jerome K. Jerome,"Jerome, Jerome K.",Théo Varlet,2080705369,9782080705365,3,3.87,Flammarion,Mass Market Paperback,288,1997,1889,2014/04/01,2014/02/17,fiction,fiction (#69),read,,,,1,,,0,,,,,
16161885,Simon's Cat : Envers et contre tous!,Simon Tofield,"Tofield, Simon",,2265093823,9782265093829,4,4.15,Fleuve Noir,Hardcover,120,2012,2012,2014/04/01,2014/04/01,graphique,graphique (#74),read,,,,1,,,0,,,,,
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,0007442912,9780007442911,4,4.01,HarperCollins Children's Books,Hardcover,525,2012,2012,2014/04/24,2014/02/17,"fiction, vo-anglaise","fiction (#67), vo-anglaise (#33)",read,,,,1,,,0,,,,,
18166745,Le tueur hypocondriaque,Juan Jacinto Muñoz Rengel,"Rengel, Juan Jacinto Muñoz",Catalina Salazar,,9782365690447,2,3.22,Editions Les Escales,Broché,231,2013,2012,2014/05/04,2014/04/24,fiction,fiction (#66),read,,,,1,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",,,,5,4.19,Dutton Books,Hardcover,313,2012,2012,2014/05/07,2014/04/21,"fiction, vo-anglaise","fiction (#65), vo-anglaise (#32)",read,,,,1,,,0,,,,,
16048441,La Couleur des sentiments,Kathryn Stockett,"Stockett, Kathryn",Pierre Girard,2330013078,9782330013073,5,4.46,Babel,Mass Market Paperback,609,2012,2009,2014/06/08,2014/05/09,fiction,fiction (#64),read,,,,1,,,0,,,,,
122362,Chroniques martiennes,Ray Bradbury,"Bradbury, Ray","Jacques Chambon, Henri Robillot",2070417743,9782070417742,4,4.15,Gallimard,Mass Market Paperback,336,2002,1950,2014/06/28,2014/02/17,fiction,fiction (#63),read,,,,1,,,0,,,,,
1130828,Chéri,Colette,"Colette, Colette",,2253013331,9782253013334,3,3.68,Livre de Poche,Paperback,190,1962,1920,2014/07/14,2014/07/11,fiction,fiction (#62),read,,,,1,,,0,,,,,
2909763,Le pianiste déchaîné,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,2253016020,9782253016021,3,3.88,Casterman,,474,1975,1952,2014/09/06,2014/07/17,fiction,fiction (#61),read,,,,1,,,0,,,,,
17899904,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,0062287338,9780062287335,4,3.62,Katherine Tegen Books,Paperback,526,2013,2013,2014/09/08,2014/06/28,"vo-anglaise, fiction","vo-anglaise (#31), fiction (#60)",read,,,,1,,,0,,,,,
3772405,L'homme qui voulait être heureux,Laurent Gounelle,"Gounelle, Laurent",,2843374707,9782843374708,3,3.83,Editions Anne Carriere,Paperback,168,2008,2008,2014/09/09,2014/09/09,fiction,fiction (#59),read,,,,1,,,0,,,,,
23158904,Merci pour ce moment,Valérie Trierweiler,"Trierweiler, Valérie",,,,3,2.82,Les Arènes,Kindle Edition,320,2014,2014,2014/09/12,2014/09/11,non-fiction,non-fiction (#44),read,,,,1,,,0,,,,,
17978494,Juste une ombre,Karine Giébel,"Giébel, Karine",,2266238574,9782266238571,4,4.12,Pocket,Mass Market Paperback,606,2013,2012,2014/09/13,2014/09/10,fiction,fiction (#58),read,,,,1,,,0,,,,,
7896654,"L'amant ténébreux (La confrérie de la dague noire, #1)",J.R. Ward,"Ward, J.R.",,2811203451,9782811203450,4,4.16,Milady,Mass Market Paperback,570,2010,2005,2014/09/15,2014/09/13,fiction,fiction (#57),read,,,,1,,,0,,,,,
13602574,La métamorphose,Franz Kafka,"Kafka, Franz",,2070360741,9782070360741,2,3.83,Gallimard ,Mass Market Paperback,192,1972,1915,2014/09/17,2014/09/15,fiction,fiction (#56),read,,,,1,,,0,,,,,
13629074,"La guerre du bruit (Le chaos en marche, #3)",Patrick Ness,"Ness, Patrick",Bruno Krebs,2070645800,9782070645800,3,4.21,Gallimard jeunesse,Mass Market Paperback,627,2012,2010,2014/09/23,2014/09/18,fiction,fiction (#55),read,,,,1,,,0,,,,,
7086261,"Les foudres de la sor'cière (Les Bannis et les Proscrits, #2)",James Clemens,"Clemens, James",Isabelle Troin,2811201165,9782811201166,4,4.10,Milady,Mass Market Paperback,632,2009,1999,2014/10/03,2014/09/23,fiction,fiction (#54),read,,,,1,,,0,,,,,
15804129,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",,0141199490,9780141199498,2,4.09,Penguin Books,Paperback,241,2012,1890,2014/10/06,2014/01/23,"vo-anglaise, fiction","vo-anglaise (#30), fiction (#53)",read,,,,1,,,0,,,,,
18170549,The Opposite of Loneliness: Essays and Stories,Marina Keegan,"Keegan, Marina",,1476753628,9781476753621,4,3.84,Scribner,ebook,241,2014,2014,2014/10/15,2014/09/25,"vo-anglaise, non-fiction","vo-anglaise (#29), non-fiction (#43)",read,,,,1,,,0,,,,,
1654785,"Pretty Face, Vol. 2",Yasuhiro Kano,"Kano, Yasuhiro",,1421513692,9781421513690,0,4.05,VIZ Media LLC,Paperback,200,2007,2002,2014/10/21,2014/10/21,graphique,graphique (#73),read,,,,1,,,0,,,,,
22883,"Pretty Face, Vol. 1",Yasuhiro Kano,"Kano, Yasuhiro",,1421513684,9781421513683,0,3.83,VIZ Media LLC,Paperback,192,2007,2002,2014/10/21,2014/10/21,graphique,graphique (#72),read,,,,1,,,0,,,,,
2579632,"Pretty Face, Vol. 4 (Pretty Face)",Yasuhiro Kano,"Kano, Yasuhiro",,1421515474,9781421515472,0,3.98,VIZ Media LLC,Paperback,192,2008,2003,2014/10/29,2014/10/29,graphique,graphique (#71),read,,,,1,,,0,,,,,
2579633,"Pretty Face, Vol. 5 (Pretty Face)",Yasuhiro Kano,"Kano, Yasuhiro",,1421516446,9781421516448,0,4.02,VIZ Media LLC,Paperback,192,2008,2003,2014/10/29,2014/10/29,graphique,graphique (#70),read,,,,1,,,0,,,,,
1927109,Pretty Face Vol. 3 (Pretty Face),Yasuhiro Kano,"Kano, Yasuhiro",,1421513706,9781421513706,0,3.98,VIZ Media LLC,Paperback,200,2007,2003,2014/10/29,2014/10/25,graphique,graphique (#69),read,,,,1,,,0,,,,,
10735028,Les nouvelles chroniques d'un médecin légiste,Michel Sapanet,"Sapanet, Michel",,2350132595,9782350132594,4,3.85,Jean-Claude Gawsewitch,Broché,321,2011,2011,2014/10/29,2014/10/15,non-fiction,non-fiction (#42),read,,,,1,,,0,,,,,
2670040,"Pretty Face, Vol. 6",Yasuhiro Kano,"Kano, Yasuhiro",,1421516454,9781421516455,0,4.06,VIZ Media LLC,Paperback,196,2008,2003,2014/10/30,2014/10/29,graphique,graphique (#68),read,,,,1,,,0,,,,,
7505978,"La guerre de la sor'cière (Les Bannis et les Proscrits, #3)",James Clemens,"Clemens, James",Isabelle Troin,2811202080,9782811202088,4,4.14,Milady,Paperback,795,,2000,2014/11/09,2014/10/30,fiction,fiction (#52),read,,,,1,,,0,,,,,
15851582,Le Confident,Hélène Grémillon,"Grémillon, Hélène",,2070445097,9782070445097,3,3.71,Gallimard,Mass Market Paperback,315,2012,2010,2014/11/15,2014/11/09,fiction,fiction (#51),read,,,,1,,,0,,,,,
12351695,Rien ne s'oppose à la nuit,Delphine de Vigan,"Vigan, Delphine de",,2709635798,9782709635790,4,4.25,JC Lattès,Paperback,440,2011,2011,2014/12/17,2014/12/03,fiction,fiction (#50),read,,,,1,,,0,,,,,
13457731,"Le Feu dans le ciel (Les Chevaliers d'Émeraude, #1)",Anne Robillard,"Robillard, Anne",,274991535X,9782749915357,3,3.68,Michel Lafon,poche,362,2012,2002,2014/12/21,2014/12/18,fiction,fiction (#49),read,,,,1,,,0,,,,,
9619920,"Le portail de la sor'cière (Les Bannis et les Proscrits, #4)",James Clemens,"Clemens, James",,2811204520,9782811204525,4,4.16,,Poche,760,,2001,2015/01/31,2014/12/26,fiction,fiction (#48),read,,,,1,,,0,,,,,
18008011,Cyanure,Camilla Läckberg,"Läckberg, Camilla",Lena Grumbach,2330013442,9782330013448,3,3.06,Babel,Mass Market Paperback,155,2012,2007,2015/02/03,2015/01/31,fiction,fiction (#47),read,,,,1,,,0,,,,,
1326190,Une Chambre à soi,Virginia Woolf,"Woolf, Virginia",Clara Malraux,2264033606,9782264033604,4,4.17,10/18,Mass Market Paperback,171,2001,1929,2015/02/08,2012/04/19,non-fiction,non-fiction (#41),read,,,,1,,,0,,,,,
6582199,"Fondation (Fondation, #1)",Isaac Asimov,"Asimov, Isaac","Jean Rosenthal, Philippe Gindre",,,4,4.17,Gallimard,Mass Market Paperback,402,2009,1951,2015/02/15,2015/02/09,fiction,fiction (#46),read,,,,1,,,0,,,,,
10138607,Habibi,Craig Thompson,"Thompson, Craig",,0375424148,9780375424144,4,4.03,Pantheon,Hardcover,672,2011,2011,2015/02/16,2014/11/23,graphique,graphique (#67),read,,,,1,,,0,,,,,
24661620,Hannah,Paul-Loup Sulitzer,"Sulitzer, Paul-Loup",,,,4,4.22,Le livre de poche,,,,1985,2015/03/04,2013/10/28,fiction,fiction (#45),read,,,,1,,,0,,,,,
23766631,La Couronne des ombres,Joe Hill,"Hill, Joe","Gabriel Rodríguez, Maxime Le Dain",,9782811210342,5,4.40,Milady,,150,2013,2010,2015/03/14,2015/03/14,graphique,graphique (#65),read,,,,1,,,0,,,,,
17702556,"Les Clés du royaume (Locke & Key, #4)",Joe Hill,"Hill, Joe","Gabriel Rodríguez, Maxime Le Dain",2811207597,9782811207595,4,4.40,Milady Graphics,Hardcover,160,2013,2011,2015/03/18,2015/03/16,graphique,graphique (#64),read,,,,1,,,0,,,,,
20445163,"Rouages (Locke & Key, #5)",Joe Hill,"Hill, Joe","Gabriel Rodríguez, Maxime Le Dain",281121075X,9782811210755,5,4.48,Milady Graphics,Hardcover,128,2013,2013,2015/03/19,2015/03/19,graphique,graphique (#63),read,,,,1,,,0,,,,,
21950548,"Alpha & Omega (Locke & Key, #6)",Joe Hill,"Hill, Joe","Gabriel Rodríguez, Maxime Le Dain",,9782811211950,5,4.48,Milady Graphics,Hardcover,192,2014,2014,2015/03/21,2015/03/21,graphique,graphique (#62),read,,,,1,,,0,,,,,
11211777,"L'étoile de la sor'cière (Les Bannis et les Proscrits, #5)",James Clemens,"Clemens, James",,2811205713,9782811205713,4,4.19,Milady,Poche,829,2011,2002,2015/03/26,2015/03/06,fiction,fiction (#44),read,,,,1,,,0,,,,,
2189426,Shenzhen,Guy Delisle,"Delisle, Guy",,2844140351,9782844140357,4,3.75,L'Association,Paperback,144,2000,2000,2015/03/28,2015/03/27,"graphique, non-fiction","graphique (#61), non-fiction (#40)",read,,,,1,,,0,,,,,
22182096,"L'Arabe du futur : Une jeunesse au Moyen-Orient, 1978–1984",Riad Sattouf,"Sattouf, Riad",,2370730145,9782370730145,4,4.07,Allary Éditions,Paperback,158,2014,2014,2015/03/28,2015/03/27,graphique,graphique (#60),read,,,,1,,,0,,,,,
17832894,"La mort dans l'âme (Le prince des ténèbres, #1)",Jeaniene Frost,"Frost, Jeaniene",,2811209433,9782811209438,3,4.19,Milady,Mass Market Paperback,352,2013,2012,2015/03/30,2015/03/27,fiction,fiction (#43),read,,,,1,,,0,,,,,
14076565,Le journal de mon père,Jirō Taniguchi,"Taniguchi, Jirō",,2203003383,9782203003385,5,4.35,Casterman,Hardcover,274,2007,1994,2015/04/04,2015/04/03,graphique,graphique (#59),read,,,,1,,,0,,,,,
1272465,Persepolis,Marjane Satrapi,"Satrapi, Marjane",,2844142400,9782844142405,4,4.35,L'Association,Paperback,352,2007,2003,2015/04/13,2015/03/30,"graphique, non-fiction","graphique (#58), non-fiction (#39)",read,,,,1,,,0,,,,,
2166148,Chroniques birmanes,Guy Delisle,"Delisle, Guy",,2756009334,9782756009339,4,3.99,Delcourt,Broché,263,2007,2007,2015/05/18,2015/05/18,"non-fiction, graphique","non-fiction (#38), graphique (#57)",read,,,,1,,,0,,,,,
24061994,Le monde selon Etienne Klein (Essais),Étienne Klein,"Klein, Étienne",,,,3,3.83,Des Equateurs,Kindle Edition,282,2014,2014,2015/05/20,2015/04/14,non-fiction,non-fiction (#37),read,,,,1,,,0,,,,,
2189427,Pyongyang,Guy Delisle,"Delisle, Guy",,2844141137,9782844141132,0,3.91,L'Association,Paperback,176,2003,2003,2015/05/23,2015/05/23,"non-fiction, graphique","non-fiction (#36), graphique (#56)",read,,,,1,,,0,,,,,
21797638,"Y, le dernier homme (Volume #1)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",2365771106,9782365771108,5,4.33,Urban Comics,Hardcover,256,2012,2008,2015/05/23,2015/05/23,graphique,graphique (#55),read,,,,1,,,0,,,,,
3628865,La Forêt des Mythagos,Robert Holdstock,"Holdstock, Robert",,207031670X,9782070316700,3,3.81,Gallimard,Mass Market Paperback,454,2004,1984,2015/05/31,2015/05/20,fiction,fiction (#42),read,,,,1,,,0,,,,,
21956009,Rebecca,Daphne du Maurier,"Maurier, Daphne du",Denise Van Moppès,2253006734,9782253006732,5,4.23,Le Livre de Poche,Mass Market Paperback,448,1974,1938,2015/07/10,2015/05/31,fiction,fiction (#41),read,,,,1,,,0,,,,,
22707247,"Y, le dernier Homme (Volume #2)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Parlov, Paul Chadwick",2365771998,9782365771993,5,4.37,Urban Comics,Hardcover,,2013,2009,2015/07/10,2015/07/10,graphique,graphique (#54),read,,,,1,,,0,,,,,
22984305,"Y, le dernier Homme (Volume #3)",Brian K. Vaughan,"Vaughan, Brian K.",,2365772668,9782365772662,4,4.40,Urban Comics,Hardcover,320,2013,2010,2015/07/10,2015/07/10,graphique,graphique (#53),read,,,,1,,,0,,,,,
25597560,"L'Arabe du futur 2 : Une jeunesse au Moyen-Orient, 1984-1985",Riad Sattouf,"Sattouf, Riad",,2370730544,9782370730541,4,4.26,Allary Éditions,Paperback,158,2015,2015,2015/07/10,2015/07/10,graphique,graphique (#52),read,,,,1,,,0,,,,,
2056300,L'Apprenti assassin,Robin Hobb,"Hobb, Robin",Arnaud Mousnier-Lompré,2290352624,9782290352625,4,4.15,J'ai Lu,Mass Market Paperback,510,2005,1995,2015/07/17,2015/07/12,fiction,fiction (#40),read,,,,1,,,0,,,,,
7734683,Y: The Last Man - The Deluxe Edition Book Four,Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr., Zylonol, Clem Robins, Massimo Carnevale",1401228887,9781401228880,3,4.37,Vertigo,Hardcover,296,2010,2010,2015/07/23,2015/07/22,graphique,graphique (#51),read,,,,1,,,0,,,,,
24308652,"Y, le dernier Homme (Volume #5)",Brian K. Vaughan,"Vaughan, Brian K.",Pia Guerra,236577430X,9782365774307,4,4.47,Urban Comics,Hardcover,300,2014,2011,2015/07/24,2015/07/24,graphique,graphique (#50),read,,,,1,,,0,,,,,
23301805,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,0008115273,9780008115272,4,4.43,Fourth Estate,Paperback,52,2014,2014,2015/07/24,2015/07/24,"non-fiction, vo-anglaise","non-fiction (#35), vo-anglaise (#28)",read,,,,1,,,0,,,,,
13642916,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,0307352153,9780307352156,5,4.06,Broadway Books,Paperback,352,2013,2012,2015/07/28,2015/07/24,"non-fiction, vo-anglaise","non-fiction (#34), vo-anglaise (#27)",read,,,,1,,,0,,,,,
13037817,Chroniques de Jérusalem,Guy Delisle,"Delisle, Guy",,2756025690,9782756025698,4,4.20,Éditions Delcourt,Paperback,334,2011,2011,2015/08/01,2015/03/30,"non-fiction, graphique","non-fiction (#33), graphique (#49)",read,,,,1,,,0,,,,,
2432444,Sans parler du chien,Connie Willis,"Willis, Connie",Jean-Pierre Pugi,2290324914,9782290324912,3,4.10,J'ai lu,Mass Market Paperback,576,2003,1998,2015/08/23,2014/01/21,fiction,fiction (#39),read,,,,1,,,0,,,,,
20803077,"A l’article de la mort (Le prince des ténèbres, #2)",Jeaniene Frost,"Frost, Jeaniene",,2811212035,9782811212032,3,4.24,Milady,Mass Market Paperback,353,2014,2013,2015/08/24,2015/08/23,fiction,fiction (#38),read,,,,1,,,0,,,,,
8112855,Gaza 1956. En marge de l'histoire,Joe Sacco,"Sacco, Joe",,2754802525,9782754802529,4,4.31,Futuropolis,Hardcover,426,2010,2009,2015/08/25,2015/07/29,graphique,graphique (#48),read,,,,1,,,0,,,,,
17287069,Beautiful Darkness,Fabien Vehlmann,"Vehlmann, Fabien","Kerascoët, Helge Dascher",1770461299,9781770461291,3,3.87,Drawn and Quarterly,Hardcover,94,2014,2009,2015/08/30,2015/08/30,graphique,graphique (#47),read,,,,1,,,0,,,,,
25203518,Métamorphose (Ms. Marvel #1),G. Willow Wilson,"Wilson, G. Willow",Adrian Alphona,2809447632,9782809447637,3,4.12,Panini Comics,Hardcover,120,2015,2014,2015/09/01,2015/09/01,graphique,graphique (#46),read,,,,1,,,0,,,,,
259028,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"Larson, Erik",,0375725601,9780375725609,3,3.98,Vintage Books,Paperback,447,2004,2003,2015/09/02,2015/07/24,"non-fiction, vo-anglaise","non-fiction (#32), vo-anglaise (#26)",read,,,,1,,,0,,,,,
72310,Dalva,Jim Harrison,"Harrison, Jim",Brice Matthieussent,2264016124,9782264016126,4,4.18,10/18,Paperback,471,2009,1988,2015/09/10,2012/06/19,fiction,fiction (#37),read,,,,1,,,0,,,,,
23152464,"Ex Machina, Tome 1",Brian K. Vaughan,"Vaughan, Brian K.","Tony Harris, Tom Feister, J.D. Mettler",2365772633,9782365772631,4,4.10,Urban Comics,,288,2013,2008,2015/09/11,2015/07/24,graphique,graphique (#45),read,,,,1,,,0,,,,,
21923364,"Hors de la tombe (Chasseuse de la nuit, #7)",Jeaniene Frost,"Frost, Jeaniene",Frédéric Grut,2811212604,9782811212605,3,4.24,Milady,Mass Market Paperback,377,2014,2014,2015/09/13,2015/09/11,fiction,fiction (#36),read,,,,1,,,0,,,,,
25152866,Le Charme discret de l'intestin,Giulia Enders,"Enders, Giulia","Jill Enders, Isabelle Liber",2330048815,9782330048815,0,4.04,Actes Sud,Paperback,345,2015,2014,2015/09/23,2016/05/07,non-fiction,non-fiction (#31),read,,,,1,,,0,,,,,
17702564,"Saga, Tome 1 (Saga, #1)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,2365772013,9782365772013,0,4.17,Urban Comics,Hardcover,168,2013,2012,2015/09/24,2015/09/24,graphique,graphique (#44),read,,,,1,,,0,,,,,
17131869,"Saga, Vol. 2",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,1607066920,9781607066927,0,4.51,Image Comics,Paperback,160,2013,2013,2015/09/24,2015/09/24,graphique,graphique (#43),read,,,,1,,,0,,,,,
6606379,"Ex Machina: The Deluxe Edition, Vol. 2",Brian K. Vaughan,"Vaughan, Brian K.","Tony Harris, Chris Sprouse, Tom Feister, Karl Story, J.D. Mettler, Jared K. Fletcher",1401226779,9781401226770,0,4.13,WildStorm,Hardcover,272,2009,2009,2015/09/24,2015/09/24,graphique,graphique (#42),read,,,,1,,,0,,,,,
26752610,Doggybags 8 (Doggybags #8),Run,"Run, Run","Jonathan Garnier, Mathieu Bablet, El Diablo, Ludovic Chesnot, Le Hégarat, Noëllie Pravia",,9782359105247,0,4.09,Ankama,,,2015,2015,2015/09/24,2015/09/24,graphique,graphique (#41),read,,,,1,,,0,,,,,
22023515,The Young Atheist's Handbook: Lessons for Living a Good Life Without God,Alom Shaha,"Shaha, Alom",,,9781849547222,4,4.10,Biteback Publishing,Paperback,220,2014,2012,2015/09/27,2015/09/25,"non-fiction, vo-anglaise","non-fiction (#30), vo-anglaise (#25)",read,,,,1,,,0,,,,,
21950536,"Saga, Tome 3 (Saga #3)",Brian K. Vaughan,"Vaughan, Brian K.","Fiona Staples, Jérémy Manesse",2365773745,9782365773744,0,4.50,Urban Comics,Hardcover,144,2014,2014,2015/10/08,2015/10/08,graphique,graphique (#40),read,,,,1,,,0,,,,,
