Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
25041363,"Saga, Tome 4 (Saga #4)",Brian K. Vaughan,"Vaughan, Brian K.","Fiona Staples, Jérémy Manesse",2365774288,9782365774284,0,4.43,Urban Comics,Hardcover,148,2015,2014,2015/10/09,2015/10/09,graphique,graphique (#39),read,,,,1,,,0,,,,,
13167267,"Living, Thinking, Looking: Essays",Siri Hustvedt,"Hustvedt, Siri",,1250009529,9781250009524,0,3.91,Picador,Paperback,384,2012,2012,2015/10/15,2015/09/27,"non-fiction, vo-anglaise","non-fiction (#29), vo-anglaise (#24)",read,,,,1,,,0,,,,,
2099048,King Kong théorie,Virginie Despentes,"Despentes, Virginie",,2253122114,9782253122111,0,4.02,Livre de Poche,Paperback,155,2007,2006,2015/10/24,2015/10/24,non-fiction,non-fiction (#28),read,,,,1,,,0,,,,,
27344385,"Saga, Tome 5 (Saga #5)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,2365776957,9782365776950,0,4.41,Urban Comics,Hardcover,152,2015,2015,2015/10/28,2015/10/28,graphique,graphique (#38),read,,,,1,,,0,,,,,
422289,Adèle et la Bête (Adèle Blanc-Sec #1),Jacques Tardi,"Tardi, Jacques",,2203305010,9782203305014,0,3.61,Editions Casterman,Hardcover,47,1976,1976,2015/11/11,2015/11/11,graphique,graphique (#37),read,,,,1,,,0,,,,,
2282787,Le Démon de la Tour Eiffel (Adèle Blanc-Sec #2),Jacques Tardi,"Tardi, Jacques",,2203009489,9782203009486,0,3.83,Casterman,Hardcover,48,2007,1976,2015/11/11,2015/11/11,graphique,graphique (#36),read,,,,1,,,0,,,,,
422309,Le Savant fou (Adèle Blanc-Sec #3),Jacques Tardi,"Tardi, Jacques",,2203305037,9782203305038,0,3.83,Editions Casterman,Hardcover,48,1977,1977,2015/11/11,2015/11/11,graphique,graphique (#35),read,,,,1,,,0,,,,,
1990016,"La Mort d'Ivan Illitch, suivi de Maître et serviteur, et de Trois morts",Leo Tolstoy,"Tolstoy, Leo",,2253001775,9782253001775,0,3.81,Livre de Poche,Poche,224,1988,1886,2015/11/12,2015/10/24,fiction,fiction (#34),read,,,,1,,,0,,,,,
7454505,"Ex Machina: The Deluxe Edition, Vol. 3",Brian K. Vaughan,"Vaughan, Brian K.","Tony Harris, Tom Feister, Jim Clark, John Paul Leon, J.D. Mettler, Jared K. Fletcher",1401228003,9781401228002,0,4.09,WildStorm,Hardcover,272,2010,2010,2015/12/06,2015/12/06,graphique,graphique (#33),read,,,,1,,,0,,,,,
945978,Freakonomics,Steven D. Levitt,"Levitt, Steven D.","Stephen J. Dubner, Anatole Muchnik",2070341798,9782070341795,0,3.98,Gallimard Education,Paperback,352,2007,2005,2015/12/24,2015/12/06,non-fiction,non-fiction (#27),read,,,,1,,,0,,,,,
28227312,Lazarus - Tome 01 : Pour la famille,Greg Rucka,"Rucka, Greg",Michael Lark,,,0,3.94,Glénat Comics,Kindle Edition,114,2015,2013,2015/12/30,2015/12/30,graphique,graphique (#32),read,,,,1,,,0,,,,,
82749,Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,"Mah, Adeline Yen",,,,0,3.89,Penguin,Paperback,278,1997,1997,2016/04/11,2015/08/25,"non-fiction, vo-anglaise","non-fiction (#26), vo-anglaise (#23)",read,,,,1,,,0,,,,,
11390473,Le comte de Monte-Cristo,Alexandre Dumas,"Dumas, Alexandre",,,2940027873264,0,4.26,L,Nook,0,2000,1844,2016/04/11,2015/03/30,fiction,fiction (#33),read,,,,1,,,0,,,,,
11399079,Tony Chu détective cannibale Tome 1  Goût décès ,John Layman,"Layman, John","Rob Guillory, Nick Meylaender",2756023213,9782756023212,0,3.95,Delcourt,Hardcover,150,2010,2009,2016/04/15,2016/04/15,graphique,graphique (#31),read,,,,1,,,0,,,,,
829536,Chroniques de San Francisco,Armistead Maupin,"Maupin, Armistead","Olivier Weber, Tristan Duverne",2264029951,9782264029959,0,4.02,10/18,Mass Market Paperback,381,2000,1978,2016/04/16,2016/04/11,fiction,fiction (#32),read,,,,1,,,0,,,,,
26019190,"Harley Quinn, Tome 1: Complètement Marteau",Amanda Conner,"Conner, Amanda",,2365777686,9782365777681,0,3.94,Urban Comics,Hardcover,232,2015,2014,2016/04/17,2016/04/17,graphique,graphique (#30),read,,,,1,,,0,,,,,
20299674,"Lazarus, Vol. 2: Lift",Greg Rucka,"Rucka, Greg","Michael Lark, Santiago Arcas",1607068710,9781607068716,0,4.09,Image Comics,Paperback,104,2014,2014,2016/04/18,2016/04/18,graphique,graphique (#29),read,,,,1,,,0,,,,,
17928513,Dans les forêts de Sibérie,Sylvain Tesson,"Tesson, Sylvain",,207045150X,9782070451500,0,3.86,Gallimard,Mass Market Paperback,292,2013,2011,2016/04/21,2016/04/17,non-fiction,non-fiction (#25),read,,,,1,,,0,,,,,
23440067,"Lazarus, Vol. 3: Conclave",Greg Rucka,"Rucka, Greg","Michael Lark, Santiago Arcas",1632152258,9781632152251,0,4.23,Image Comics,Paperback,144,2015,2015,2016/04/23,2016/04/23,graphique,graphique (#28),read,,,,1,,,0,,,,,
1557460,Sarah (La Bible Au Féminin),Marek Halter,"Halter, Marek",,2266144863,9782266144865,0,3.74,Pocket ,Paperback,349,2004,2003,2016/04/24,2015/09/13,fiction,fiction (#31),read,,,,1,,,0,,,,,
24140985,Mes conversations avec les tueurs,Stéphane Bourgoin,"Bourgoin, Stéphane",,2757833588,9782757833582,0,3.24,Éditions Points,Paperback,172,2013,2012,2016/04/26,2016/04/26,non-fiction,non-fiction (#24),read,,,,1,,,0,,,,,
25423663,"Moi, Malala, je lutte pour l'éducation et je résiste aux talibans",Malala Yousafzai,"Yousafzai, Malala","Pascal Loubet, Christina Lamb",2253194956,9782253194958,0,4.12,Livre de Poche,Mass Market Paperback,424,2014,2012,2016/04/28,2016/04/24,non-fiction,non-fiction (#23),read,,,,1,,,0,,,,,
1557458,Tsippora (La Bible Au Féminin),Marek Halter,"Halter, Marek",,2266146157,9782266146159,0,3.81,Pocket,Paperback,318,2005,2003,2016/05/04,2016/04/24,fiction,fiction (#30),read,,,,1,,,0,,,,,
27885506,La Fille aux sept noms,Hyeonseo Lee,"Lee, Hyeonseo",David John,2234077575,9782234077577,0,4.36,Stock,Paperback,352,2015,2015,2016/05/05,2016/05/03,non-fiction,non-fiction (#22),read,,,,1,,,0,,,,,
531272,Monsieur Ripley,Patricia Highsmith,"Highsmith, Patricia",Jean Rosenthal,2253055719,9782253055716,0,3.93,Le Livre de Poche,Mass Market Paperback,319,1991,1955,2016/05/10,2012/03/18,fiction,fiction (#29),read,,,,1,,,0,,,,,
29091090,Love story à l'iranienne,Jane Deuxard,"Deuxard, Jane",Deloupy,2756069213,9782756069210,0,4.16,Delcourt,Hardcover,144,2016,,2016/05/10,2016/05/08,graphique,graphique (#27),read,,,,1,,,0,,,,,
25976141,"La Conquête de l'espace - Vol. 2 (Le Château des étoiles, #2)",Alex Alice,"Alice, Alex",,,9782369810148,0,4.21,Rue de Sèvre,Hardcover,64,2015,2014,2016/05/16,2015/07/31,graphique,graphique (#26),read,,,,1,,,0,,,,,
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,,,0,4.04,Bantam Books,Mass Market Paperback,152,1981,1922,2016/06/07,2016/06/07,fiction,fiction (#28),read,,,,1,,,0,,,,,
1289567,Kafka sur le rivage,Haruki Murakami,"Murakami, Haruki",Corinne Atlan,226404473X,9782264044730,0,4.13,10/18,Mass Market Paperback,637,2008,2002,2016/06/23,2016/06/13,fiction,fiction (#27),read,,,,1,,,0,,,,,
17981487,"Tigre, tigre !",Margaux Fragoso,"Fragoso, Margaux",Marie Darrieussecq,,9782290070802,0,3.70,J'ai lu,Mass Market Paperback,413,2013,2011,2016/07/01,2013/11/23,fiction,fiction (#26),read,,,,1,,,0,,,,,
25125375,Lilah: La Bible au féminin,Marek Halter,"Halter, Marek",,2266146165,9782266146166,0,3.54,pocket,Paperback,281,2005,2003,2016/07/09,2016/07/09,fiction,fiction (#25),read,,,,1,,,0,,,,,
30736629,Eros Automaton,Clémence Godefroy,"Godefroy, Clémence",,2375680014,9782375680018,0,3.70,éditions du chat noir,Paperback,282,2016,,2016/07/11,2016/07/09,fiction,fiction (#24),read,,,,1,,,0,,,,,
191292,Le Petit Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,2070408507,9782070408504,0,4.31,Gallimard,Mass Market Paperback,104,1999,1943,2016/07/12,2016/07/12,fiction,fiction (#23),read,,,,1,,,0,,,,,
12090,En attendant Godot,Samuel Beckett,"Beckett, Samuel",,2707301485,9782707301482,0,3.83,Éditions de Minuit,Paperback,124,1952,1952,2016/07/17,2016/07/17,fiction,fiction (#22),read,,,,1,,,0,,,,,
22309868,"Redefining Realness: My Path to Womanhood, Identity, Love  So Much More",Janet Mock,"Mock, Janet",,1476709130,9781476709130,0,4.25,Atria Books,Paperback,263,2014,2014,2016/07/26,2015/07/27,"non-fiction, vo-anglaise","non-fiction (#21), vo-anglaise (#22)",read,,,,1,,,0,,,,,
25263481,"Lazarus, Vol. 4: Poison",Greg Rucka,"Rucka, Greg","Michael Lark, Owen Freeman",1632155230,9781632155238,0,4.22,Image Comics,Paperback,160,2016,2016,2016/07/30,2016/07/30,graphique,graphique (#25),read,,,,1,,,0,,,,,
18486181,Nymphéas noirs,Michel Bussi,"Bussi, Michel",,2266222376,9782266222372,0,4.01,Pocket,Paperback,493,2013,2011,2016/08/04,2016/07/31,fiction,fiction (#21),read,,,,1,,,0,,,,,
18621222,Avenue des Géants,Marc Dugain,"Dugain, Marc",,2070453537,9782070453535,0,3.80,Folio,Mass Market Paperback,420,2013,2012,2016/08/15,2016/08/06,fiction,fiction (#20),read,,,,1,,,0,,,,,
10379079,L'Univers expliqué à mes petits-enfants,Hubert Reeves,"Reeves, Hubert",,2021038300,9782021038309,3,3.96,Seuil,Paperback,144,2011,2011,2016/08/16,2016/08/16,non-fiction,non-fiction (#20),read,,,,1,,,0,,,,,
18819896,Mauvais genre,Chloé Cruchaudet,"Cruchaudet, Chloé",,2756039713,9782756039718,3,3.95,Delcourt,Hardcover,160,2013,2013,2016/08/20,2016/08/20,graphique,graphique (#24),read,,,,1,,,0,,,,,
29324048,Eat Sweat Play: How Sport Can Change Our Lives,Anna Kessel,"Kessel, Anna",,1509808094,9781509808090,3,4.16,Macmillan,Paperback,264,2016,2016,2016/08/27,2016/07/22,"non-fiction, vo-anglaise","non-fiction (#19), vo-anglaise (#21)",read,,,,1,,,0,,,,,
19476238,Allons-nous liquider la science ?: Galilée et les Indiens (Champs Sciences) (French Edition),Étienne Klein,"Klein, Étienne",,,,2,3.30,Flammarion,Kindle Edition,126,2013,2008,2016/08/28,2016/08/27,non-fiction,non-fiction (#18),read,,,,1,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,0812993543,9780812993547,3,4.38,Spiegel & Grau,Hardcover,152,2015,2015,2016/09/07,2015/09/12,"fiction, vo-anglaise","fiction (#19), vo-anglaise (#20)",read,,,,1,,,0,,,,,
18338416,Love & Misadventure,Lang Leav,"Leav, Lang",,1449456146,9781449456146,4,3.96,Andrews McMeel Publishing,Paperback,159,2013,2013,2016/09/07,2016/09/07,"vo-anglaise, poésie","vo-anglaise (#19), poésie (#5)",read,,,,1,,,0,,,,,
166329,"The Intellectual Devotional: Revive Your Mind, Complete Your Education, and Roam Confidently with the Cultured Class",David S. Kidder,"Kidder, David S.",Noah D. Oppenheim,1594865132,9781594865138,3,3.96,Rodale Books,Hardcover,377,2006,2006,2016/09/10,2015/09/08,"non-fiction, vo-anglaise","non-fiction (#17), vo-anglaise (#18)",read,,,,1,,,0,,,,,
27191166,The Vegetarian,Han Kang,"Kang, Han",Deborah     Smith,1846276039,9781846276033,4,3.59,Portobello,Paperback,183,2016,2007,2016/09/14,2016/08/19,"fiction, vo-anglaise","fiction (#18), vo-anglaise (#17)",read,,,,1,,,0,,,,,
13376363,Teaching My Mother How to Give Birth,Warsan Shire,"Shire, Warsan",,1905233299,9781905233298,3,4.24,Flipped Eye,Paperback,37,2011,2011,2016/09/14,2016/08/07,"poésie, vo-anglaise","poésie (#4), vo-anglaise (#16)",read,,,,1,,,0,,,,,
27392652,Wishing for Birds,Elisabeth Hewer,"Hewer, Elisabeth",,1518720242,9781518720246,3,4.24,Platypus Press,Paperback,84,2015,2015,2016/09/18,2016/09/18,"poésie, vo-anglaise","poésie (#3), vo-anglaise (#15)",read,,,,1,,,0,,,,,
25986827,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,144947425X,9781449474256,4,4.05,Andrews McMeel,Paperback,208,2015,2014,2016/09/22,2016/09/18,"poésie, vo-anglaise","poésie (#2), vo-anglaise (#14)",read,,,,1,,,0,,,,,
22711986,Blade Runner,Philip K. Dick,"Dick, Philip K.",Sébastien Guillot,2290094498,9782290094495,3,4.08,J'ai Lu,Mass Market Paperback,282,2014,1968,2016/09/18,2016/09/17,fiction,fiction (#17),read,,,,1,,,0,,,,,
30849065,Poussières d'étoiles,Hubert Reeves,"Reeves, Hubert",,2020973189,9782020973182,3,4.40,Seuil,Hardcover,,2008,1984,2016/09/30,2016/09/22,non-fiction,non-fiction (#16),read,,,,1,,,0,,,,,
17997179,La Nuit des temps,René Barjavel,"Barjavel, René",,2266230913,9782266230919,3,4.10,Pocket,Mass Market Paperback,410,2012,1968,2016/10/11,2016/09/22,fiction,fiction (#16),read,,,,1,,,0,,,,,
24451927,#GIRLBOSS,Sophia Amoruso,"Amoruso, Sophia",,0241217938,9780241217931,4,3.66,Portfolio Penguin,Paperback,241,2015,2014,2016/10/16,2016/10/11,"non-fiction, vo-anglaise","non-fiction (#15), vo-anglaise (#13)",read,,,,1,,,0,,,,,
32505680,"Saga, Tome 6 (Saga #6)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,236577864X,9782365778640,0,4.46,Urban Comics,Hardcover,152,2016,2016,2016/10/16,2016/10/16,graphique,graphique (#22),read,,,,1,,,0,,,,,
25364367,"Orange, Tome 3 (Orange, #3)",Ichigo Takano,"Takano, Ichigo",,2369740531,9782369740537,0,4.42,Akata,Mass Market Paperback,191,2015,2014,2016/10/23,2016/10/23,graphique,graphique (#20),read,,,,1,,,0,,,,,
2058576,La prison (Balade au bout du monde #1),Pierre Makyo,"Makyo, Pierre",Laurent Vicomte,2723407411,9782723407410,4,3.88,Glénat,Hardcover,,1987,1982,2016/10/23,2016/10/23,graphique,graphique (#19),read,,,,1,,,0,,,,,
21394654,"Le renard (Love, #2)",Frédéric Brrémaud,"Brrémaud, Frédéric",Federico Bertolucci,2359102850,9782359102857,3,4.26,Ankama,Hardcover,80,2012,2012,2016/10/23,2016/10/23,graphique,graphique (#18),read,,,,1,,,0,,,,,
1002663,"Grand Pays (Balade au bout du monde, #2)",Pierre Makyo,"Makyo, Pierre",Laurent Vicomte,2723407403,9782723407403,0,4.04,,,,,1989,2016/10/23,2016/10/23,graphique,graphique (#17),read,,,,1,,,0,,,,,
1002664,"Le Bâtard (Balade au bout du monde, #3)",Pierre Makyo,"Makyo, Pierre",Laurent Vicomte,2723407381,9782723407380,0,3.81,,,,,,2016/10/23,2016/10/23,graphique,graphique (#16),read,,,,1,,,0,,,,,
2058577,"La pierre de folie (Balade au bout du monde, #4)",Pierre Makyo,"Makyo, Pierre",Laurent Vicomte,2723409821,9782723409827,0,3.77,,,,,,2016/10/23,2016/10/23,graphique,graphique (#15),read,,,,1,,,0,,,,,
29239071,"Orange, Tome 5 (Orange, #5)",Ichigo Takano,"Takano, Ichigo",,2369741120,9782369741121,0,4.50,Akata,Mass Market Paperback,240,2016,2015,2016/10/29,2016/10/30,graphique,graphique (#14),read,,,,1,,,0,,,,,
25849579,"Orange, Tome 4 (Orange, #4)",Ichigo Takano,"Takano, Ichigo",,236974071X,9782369740711,0,4.43,Akata,Mass Market Paperback,192,2015,2015,2016/10/29,2016/10/29,graphique,graphique (#13),read,,,,1,,,0,,,,,
18879435,Le meilleur des mondes,Aldous Huxley,"Huxley, Aldous",Jules Castier,2266224115,9782266224116,2,3.99,Pocket,Paperback,318,2013,1932,2016/10/30,2016/10/18,fiction,fiction (#15),read,,,,1,,,0,,,,,
20663702,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,"Doughty, Caitlin",,0393240231,9780393240238,4,4.17,W. W. Norton  Company,Hardcover,254,2014,2014,2016/11/06,2016/05/05,"non-fiction, vo-anglaise","non-fiction (#13), vo-anglaise (#12)",read,,,,1,,,0,,,,,
22126934,Un éclat de givre,Estelle Faye,"Faye, Estelle",,2361831678,9782361831677,4,3.75,Les Moutons électriques,Paperback,256,2014,2014,2016/11/15,2016/11/05,fiction,fiction (#14),read,,,,1,,,0,,,,,
8079784,Il était sept fois la révolution : Albert Einstein et les autres,Étienne Klein,"Klein, Étienne",,208121895X,9782081218956,4,4.19,Flammarion,Mass Market Paperback,240,2007,2005,2016/11/16,2016/11/06,non-fiction,non-fiction (#12),read,,,,1,,,0,,,,,
10829373,"Tony Chu, Détective Cannibale 2",John Layman,"Layman, John","Rob Guillory, Nick Meylander",2756025593,9782756025599,0,4.09,Delcourt,Hardcover,120,2011,2010,2016/11/20,2016/11/20,graphique,graphique (#12),read,,,,1,,,0,,,,,
32997853,Évadées du harem - Affaire d'Etat et féminisme à Constantinople (1906),Alain Quella-Villéger,"Quella-Villéger, Alain",,,9782330048938,2,2.89,Actes Sud Babel,Paperback,340,2015,2014,2016/12/06,2016/11/15,non-fiction,non-fiction (#11),read,,,,1,,,0,,,,,
2735097,Le Jour des triffides,John Wyndham,"Wyndham, John","Sébastien Guillot, Marcel Battin",2070312631,9782070312634,5,4.02,Gallimard,Paperback,346,2006,1951,2016/12/30,2016/09/18,fiction,fiction (#13),read,,,,1,,,0,,,,,
2282801,L'Appel (Sasmira #1),Laurent Vicomte,"Vicomte, Laurent",,273161126X,9782731611267,0,4.08,Les Humanoïdes associés,Hardcover,54,,1998,2016/12/31,2017/01/01,graphique,graphique (#11),read,,,,1,,,0,,,,,
13291623,La Fausse note (Sasmira #2),Laurent Vicomte,"Vicomte, Laurent","Claude Pelet, Patricia Faucon",272346573X,9782723465731,0,3.63,Glénat,,64,2011,2011,2017/01/01,2017/01/01,graphique,graphique (#10),read,,,,1,,,0,,,,,
33571008,Rien (Sasmira #3),Laurent Vicomte,"Vicomte, Laurent",Anaïs Bernabé,,9782723497374,0,3.65,Glénat,Paperback,56,2016,,2017/01/01,2017/01/01,graphique,graphique (#9),read,,,,1,,,0,,,,,
24957705,La Traque (Le Puits des mémoires #1),Gabriel Katz,"Katz, Gabriel",Miguel Coimbra,,9782266244510,4,3.92,Pocket,Mass Market Paperback,381,2015,2012,2017/01/21,2017/01/20,fiction,fiction (#12),read,,,,1,,,0,,,,,
17188012,La Route,Cormac McCarthy,"McCarthy, Cormac",François Hirsch,2757820222,9782757820223,5,3.97,Points,Mass Market Paperback,252,2010,2006,2017/01/29,2017/01/21,fiction,fiction (#11),read,,,,1,,,0,,,,,
25535632,"Le Fils de la Lune (Le Puits des mémoires, #2)",Gabriel Katz,"Katz, Gabriel",,,9782266244527,4,4.40,Pocket,Mass Market Paperback,450,2015,2012,2017/02/04,2017/01/29,fiction,fiction (#10),read,,,,1,,,0,,,,,
32061017,Le mystère chtokavien (Les trois fantômes de Tesla #1),Richard Marazano,"Marazano, Richard",Guilhem,2803636198,9782803636198,0,3.49,Le Lombard,,48,2016,2016,2017/02/04,2017/02/03,graphique,graphique (#8),read,,,,1,,,0,,,,,
10717842,"Naoki Urasawa's Monster, Volume 1 (Naoki Urasawa's Monster: Kanzenban, #1)",Naoki Urasawa,"Urasawa, Naoki",,2505009996,9782505009993,5,4.54,Kana,Paperback,428,2010,1994,2017/02/11,2017/02/11,graphique,graphique (#7),read,,,,2,,,0,,,,,
32499926,Le grand roman des maths : de la préhistoire à nos jours,Mickaël Launay,"Launay, Mickaël",,2081378760,9782081378766,3,4.04,Flammarion,Paperback,380,2016,2016,2017/02/11,2016/11/16,non-fiction,non-fiction (#10),read,,,,1,,,0,,,,,
26162584,Les Terres de cristal (Le Puits des mémoires #3),Gabriel Katz,"Katz, Gabriel",,,9782266244534,4,4.22,Pocket,Mass Market Paperback,480,2015,2013,2017/02/16,2017/02/12,fiction,fiction (#9),read,,,,1,,,0,,,,,
1835695,Dix Petits Nègres,Agatha Christie,"Christie, Agatha",Gérard de Chergé,2253003964,9782253003960,3,4.26,Le Livre de Poche,Mass Market Paperback,224,1976,1939,2017/03/05,2017/02/17,fiction,fiction (#8),read,,,,1,,,0,,,,,
24357006,"Petit (Les Ogres-Dieux, #1)",Hubert,"Hubert, Hubert",Bertrand Gatignol,230204312X,9782302043121,4,3.98,Les Éditions Soleil,Hardcover,174,2014,2014,2017/03/15,2017/03/12,graphique,graphique (#6),read,,,,1,,,0,,,,,
34178613,"Doggybags 13 (Doggybags, #13)",Run,"Run, Run","Anthony Calla, Tanguy Mandias, Mojo, Aurélien Rosset, Florent Maudoux, Sourya Sihachakr",,9791033500728,0,4.46,Ankama,Hardcover,124,2017,2017,2017/03/17,2017/03/17,graphique,graphique (#5),read,,,,1,,,0,,,,,
22600819,"Tony Chu, Détective cannibale tome 3: Croque Mort",John Layman,"Layman, John",,2756028541,9782756028545,0,4.18,Delcourt,Unknown Binding,144,2012,2010,2017/03/18,2017/03/18,graphique,graphique (#4),read,,,,1,,,0,,,,,
10752356,"Naoki Urasawa's Monster, Volume 2",Naoki Urasawa,"Urasawa, Naoki",,2505010005,9782505010005,0,4.50,Kana,Paperback,404,2010,2008,2017/03/19,2017/03/18,graphique,graphique (#3),read,,,,2,,,0,,,,,
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,1101947136,9781101947135,4,4.46,Alfred A. Knopf,Hardcover,305,2016,2016,2017/03/26,2016/08/09,"fiction, vo-anglaise","fiction (#7), vo-anglaise (#11)",read,,,,1,,,0,,,,,
30282161,Corée du Sud : Le goût du miracle,Sébastien Falletti,"Falletti, Sébastien",,2875230867,9782875230867,0,3.86,Nevicata ,Paperback,96,2015,,2017/03/30,2017/03/30,non-fiction,non-fiction (#9),read,,,,1,,,0,,,,,
2805088,Mémoires d'une jeune fille rangée,Simone de Beauvoir,"Beauvoir, Simone de",,2070355527,9782070355525,4,4.08,Gallimard,Mass Market Paperback,473,2008,1958,2017/04/23,2014/05/04,non-fiction,non-fiction (#8),read,,,,1,,,0,,,,,
29779231,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,1784701998,9781784701994,4,4.36,Vintage,Paperback,229,2017,2016,2017/04/25,2016/11/03,"non-fiction, vo-anglaise","non-fiction (#7), vo-anglaise (#10)",read,,,,1,,,0,,,,,
32604498,Rouge vertical (Les temps assassins #1),Pierre Léauté,"Léauté, Pierre",,,9791092961577,3,3.57, Le peuple de Mu ,Hardcover,400,2016,,2017/05/07,2016/12/26,fiction,fiction (#6),read,,,,1,,,0,,,,,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre",0399184414,9780399184413,3,3.96,Riverhead Books,Hardcover,81,2016,2014,2017/05/13,2017/05/11,"non-fiction, vo-anglaise","non-fiction (#6), vo-anglaise (#9)",read,,,,1,,,0,,,,,
31868276,Shangri-La,Mathieu Bablet,"Bablet, Mathieu",,2359109693,9782359109696,3,3.87,Ankama,Hardcover,222,2016,2016,2017/05/13,2017/05/11,graphique,graphique (#2),read,,,,1,,,0,,,,,
29237211,"Saga, Vol. 7",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,1534300600,9781534300606,0,4.48,Image Comics,Paperback,152,2017,2017,2017/05/20,2017/05/21,graphique,graphique (#1),read,,,,1,,,0,,,,,
23691151,Silo,Hugh Howey,"Howey, Hugh",,2330037376,9782330037376,4,4.20,Actes Sud,Mass Market Paperback,622,2014,2012,2017/05/21,2016/09/22,fiction,fiction (#5),read,,,,1,,,0,,,,,
12600138,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,0307887448,9780307887443,3,4.24,Broadway Books,Paperback,374,2012,2011,2017/08/03,2017/07/30,"fiction, vo-anglaise","fiction (#4), vo-anglaise (#8)",read,,,,1,,,0,,,,,
23593321,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,1447268970,9781447268970,4,4.05,Picador,Paperback,339,2015,2014,2017/08/12,2016/07/12,"fiction, vo-anglaise","fiction (#3), vo-anglaise (#7)",read,,,,1,,,0,,,,,
32712566,Histoire du monde Tome 1: Les âges anciens,J.M. Roberts,"Roberts, J.M.",Odd Arne Westad,2262047162,9782262047160,2,4.08,Perrin,Paperback,450,2016,,2017/08/15,2017/05/07,non-fiction,non-fiction (#5),read,,,,1,,,0,,,,,
31422889,The War on Women,Sue Lloyd-Roberts,"Lloyd-Roberts, Sue",,1471153916,9781471153914,5,4.74,Simon & Schuster UK,Paperback,308,2016,2016,2017/08/23,2017/03/25,"non-fiction, vo-anglaise","non-fiction (#4), vo-anglaise (#6)",read,,,,1,,,0,,,,,
30201328,Reality Is Not What It Seems: The Journey to Quantum Gravity,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre",0735213925,9780735213920,4,4.32,Riverhead Books,Hardcover,280,2017,2014,2017/08/29,2017/08/23,"vo-anglaise, non-fiction","vo-anglaise (#5), non-fiction (#3)",read,,,,1,,,0,,,,,
1810266,Lestat le Vampire,Anne Rice,"Rice, Anne",,2266101544,9782266101547,3,4.06,Albin Michel,Mass Market Paperback,606,1999,1985,2017/09/08,2013/10/30,fiction,fiction (#2),read,,,,1,,,0,,,,,
12353748,Into the Wild,Jon Krakauer,"Krakauer, Jon",,,,3,3.99,Pan,Paperback,206,2011,1996,2017/09/13,2017/03/26,"non-fiction, vo-anglaise","non-fiction (#2), vo-anglaise (#4)",read,,,,1,,,0,,,,,
13105527,I Wrote This For You (I Wrote This For You #4),pleasefindthis,"pleasefindthis, pleasefindthis","Iain S. Thomas, Jon Ellis",1926760689,9781926760681,0,4.10,Central Avenue Publishing,Paperback,194,2011,2011,2017/09/20,2016/09/07,"vo-anglaise, poésie","vo-anglaise (#3), poésie (#1)",read,,,,1,,,0,,,,,
9464733,Beauty Queens,Libba Bray,"Bray, Libba",,0439895979,9780439895972,2,3.61,Scholastic Press,Hardcover,396,2011,2011,2017/10/14,2013/02/17,"fiction, vo-anglaise","fiction (#1), vo-anglaise (#2)",read,,,,1,,,0,,,,,
29776980,In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park,"Park, Yeonmi",,0241973031,9780241973035,0,4.39,Penguin,Paperback,273,2016,2015,2017/10/24,2016/01/03,"non-fiction, vo-anglaise","non-fiction (#1), vo-anglaise (#1)",read,,,,1,,,0,,,,,
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,0684853949,9780684853949,0,4.05,Touchstone,Paperback,243,1998,1985,,2017/10/22,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,"Preston, Richard",,0385495226,9780385495226,0,4.12,Anchor Books,Paperback,352,1999,1994,,2017/10/22,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
